!!!	국가	미국
!!!	장르	댄스 펑크
!!!	장르	인디 록
서울디자인전문학교	창립	1997년
서울랜드	국가	대한민국
서울랜드	본사위치	대한민국
서울랜드	약자	SL
서울랜드	완공	1988년
서울랜드	착공	1986년
서울랜드	창립	1986년
서울마천초등학교	관할	서울특별시강동송파교육지원청
서울마천초등학교	국가	대한민국
서울마포소방서	관할	서울특별시 소방재난본부
서울마포소방서	국가	대한민국
서울마포소방서	완공	1987년
서울망우초등학교	관할	서울특별시동부교육지원청
서울망우초등학교	국가	대한민국
서울망원초등학교	관할	서울특별시교육청
서울망원초등학교	국가	대한민국
서울매봉초등학교	관할	서울특별시남부교육지원청
서울매봉초등학교	국가	대한민국
서울맹학교	국가	대한민국
서울맹학교	창립형태	국립
서울메쎄ID	국가	대한민국
서울메쎄ID	산업	서비스
서울메쎄ID	제품	박람회
서울메쎄ID	창립	2002년
서울메트로	국가	대한민국
서울메트로	매출액	233
서울메트로	매출액	258
서울메트로	본사위치	대한민국
서울메트로	자회사	부산-김해경전철운영
서울메트로	자회사	서울메트로9호선운영
서울메트로	자회사	서울메트로환경
서울메트로	주주	서울특별시
서울면동초등학교	관할	서울특별시동부교육지원청
서울면동초등학교	국가	대한민국
서울면북초등학교	관할	서울특별시동부교육지원청
서울면북초등학교	교감	이명숙
서울면북초등학교	국가	대한민국
서울면일초등학교	관할	서울특별시동부교육지원청
서울면일초등학교	교감	김혜정
서울면일초등학교	교장	김용석
서울면일초등학교	국가	대한민국
서울면중초등학교	관할	서울특별시동부교육지원청
서울면중초등학교	국가	대한민국
서울명덕초등학교	관할	서울특별시강동송파교육지원청
서울명덕초등학교	국가	대한민국
서울명원초등학교	관할	서울특별시강동송파교육지원청
서울명원초등학교	국가	대한민국
서울목동초등학교	교감	김은주
서울목동초등학교	교감	이옥주
서울목동초등학교	교장	박병은
서울목동초등학교	국가	대한민국
서울목운초등학교	교감	김종범
서울목운초등학교	교감	정혜경
서울목운초등학교	국가	대한민국
서울묘곡초등학교	관할	서울특별시강동송파교육지원청
서울묘곡초등학교	국가	대한민국
서울무학초등학교	관할	서울특별시성동광진교육지원청
서울무학초등학교	교장	최숙자
서울무학초등학교	국가	대한민국
서울묵동초등학교	관할	서울특별시동부교육지원청
서울묵동초등학교	국가	대한민국
서울묵현초등학교	관할	서울특별시동부교육지원청
서울묵현초등학교	국가	대한민국
서울문교초등학교	관할	서울특별시남부교육지원청
서울문교초등학교	국가	대한민국
서울문영여자고등학교	개교	1992년
서울문영여자고등학교	관할	서울특별시교육청
서울문영여자고등학교	교장	이창우
서울문영여자고등학교	국가	대한민국
서울문창초등학교	관할	서울특별시동작관악교육지원청
서울문창초등학교	교장	김영애
서울문창초등학교	국가	대한민국
서울문현초등학교	관할	서울특별시강동송파교육지원청
서울문현초등학교	국가	대한민국
서울미래초등학교	관할	서울특별시남부교육지원청
서울미래초등학교	교장	박기호
서울미래초등학교	국가	대한민국
서울미성초등학교	관할	서울특별시동작관악교육지원청
서울미성초등학교	국가	대한민국
서울반도체	국가	대한민국
서울반도체	본사위치	대한민국
서울반도체	인물	이정훈
서울반도체	지도자	이정훈
서울방이초등학교	관할	서울특별시강동송파교육지원청
서울방이초등학교	교장	김종환
서울방이초등학교	국가	대한민국
서울방학초등학교	관할	서울특별시북부교육지원청
서울방학초등학교	국가	대한민국
서울배봉초등학교	관할	서울특별시동부교육지원청
서울배봉초등학교	국가	대한민국
서울백산초등학교	관할	서울특별시남부교육지원청
서울백산초등학교	국가	대한민국
서울버스	국가	대한민국
서울버스	본사위치	대한민국
서울버스	제품	시내버스
서울번동초등학교	교장	김신호
서울번동초등학교	국가	대한민국
서울보라매초등학교	관할	서울특별시동작관악교육지원청
서울보라매초등학교	국가	대한민국
서울본동초등학교	관할	서울특별시동작관악교육지원청
서울본동초등학교	국가	대한민국
서울봉래초등학교	관할	서울특별시중부교육지원청
서울봉래초등학교	국가	대한민국
서울봉은초등학교	관할	서울특별시교육청
서울봉은초등학교	교장	최태규
서울봉은초등학교	국가	대한민국
서울봉현초등학교	관할	서울특별시동작관악교육지원청
서울봉현초등학교	국가	대한민국
서울봉화초등학교	관할	서울특별시동부교육지원청
서울봉화초등학교	국가	대한민국
서울북가좌초등학교	관할	서울특별시서부교육지원청
서울북가좌초등학교	국가	대한민국
서울북부고속도로	국가	대한민국
서울북부고속도로	모기관	중소기업은행
서울북부고속도로	본사위치	대한민국
서울북부고속도로	순이익	379
서울북한산초등학교	관할	서울특별시서부교육지원청
서울북한산초등학교	국가	대한민국
서울불광초등학교	관할	서울특별시서부교육지원청
서울불광초등학교	국가	대한민국
서울불암초등학교	관할	서울특별시북부교육지원청
서울불암초등학교	국가	대한민국
서울산업정보학교	관할	서울특별시교육청
서울산업정보학교	국가	대한민국
서울삼광초등학교	관할	서울특별시중부교육지원청
서울삼광초등학교	교장	권성기
서울삼광초등학교	국가	대한민국
서울삼성초등학교	관할	서울특별시동작관악교육지원청
서울삼성초등학교	국가	대한민국
서울삼육초등학교	관할	서울특별시동부교육지원청
서울삼육초등학교	국가	대한민국
서울삼육초등학교	그룹	삼육학원
서울상경초등학교	관할	서울특별시북부교육지원청
서울상경초등학교	교장	박경희
서울상경초등학교	국가	대한민국
서울상계초등학교	관할	서울특별시북부교육지원청
서울상계초등학교	국가	대한민국
서울상곡초등학교	관할	서울특별시북부교육지원청
서울상곡초등학교	국가	대한민국
서울상도유치원	개교	2014년
서울상도유치원	관할	서울특별시동작관악교육지원청
서울상도유치원	국가	대한민국
서울상도유치원	직원	10
서울상도초등학교	관할	서울특별시동작관악교육지원청
서울상도초등학교	국가	대한민국
서울상봉초등학교	관할	서울특별시동부교육지원청
서울상봉초등학교	국가	대한민국
서울상원초등학교	관할	서울특별시북부교육지원청
서울상원초등학교	교감	김상돈
서울상원초등학교	국가	대한민국
서울상월초등학교	관할	서울특별시북부교육지원청
서울상월초등학교	국가	대한민국
서울상일초등학교	관할	서울특별시강동송파교육지원청
서울상일초등학교	국가	대한민국
서울상지초등학교	관할	서울특별시교육청
서울상지초등학교	교장	김혜영
서울상지초등학교	국가	대한민국
서울상천초등학교	관할	서울특별시북부교육지원청
서울상천초등학교	국가	대한민국
서울새롬학교	관할	서울특별시교육청
서울새롬학교	국가	대한민국
서울서교초등학교	관할	서울특별시교육청
서울서교초등학교	국가	대한민국
서울서래초등학교	교장	이영숙
서울서래초등학교	국가	대한민국
서울서부시외버스터미널	개장	1971년
서울서부시외버스터미널	국가	대한민국
서울서부시외버스터미널	종류	터미널
서울서빙고초등학교	관할	서울특별시중부교육지원청
서울서빙고초등학교	국가	대한민국
서울서이초등학교	국가	대한민국
서울서정초등학교	교장	강성관
서울서정초등학교	국가	대한민국
서울서체	개발자	서울특별시
서울서초소방서	관할	서울특별시 소방재난본부
서울서초소방서	국가	대한민국
서울서초소방서	완공	1979년
서울석촌초등학교	관할	서울특별시강동송파교육지원청
서울석촌초등학교	국가	대한민국
서울선곡초등학교	관할	서울특별시북부교육지원청
서울선곡초등학교	교장	김선희
서울선곡초등학교	국가	대한민국
서울선사초등학교	관할	서울특별시강동송파교육지원청
서울선사초등학교	국가	대한민국
서울선유초등학교	관할	서울특별시남부교육지원청
서울선유초등학교	교장	김정한
서울선유초등학교	국가	대한민국
서울성경신학대학원대학교	국가	대한민국
서울성경신학대학원대학교	창립	1999년
서울성경신학대학원대학교	총장	최흥식
서울성내초등학교	관할	서울특별시강동송파교육지원청
서울성내초등학교	국가	대한민국
서울성동소방서	관할	서울특별시 소방재난본부
서울성동소방서	국가	대한민국
서울성동소방서	완공	2017년
서울성북초등학교	관할	서울특별시북부교육지원청
서울성북초등학교	교장	이기영
서울성북초등학교	국가	대한민국
서울성산초등학교	관할	서울특별시교육청
서울성산초등학교	국가	대한민국
